Category,Category ID,Category Description,Category Short Description,Subcategory,Subcategory ID,Subcategory Description,Subcategory Warning High,Subcategory Watch Low,Subcategory Watch High,Subcategory Growth Low,Subcategory Growth High,Subcategory Approval Low,Subcategory Approval High,Subcategory Ideal Low,Measures,Measure Description,Measure ID,Measure Warning High,Measure Watch Low,Measure Watch High,Measure Growth Low,Measure Growth High,Measure Approval Low,Measure Approval High,Measure Ideal Low,Source,Source Notes,Question/item (21-22),Question/item (20-21),Original Item (19-20 surveys),Original Item (20-21 surveys),Survey Item ID,HS only admin item?,Admin Data Benchmark (Absolute) ,Admin Data Unit (Absolute) ,Item Warning High,Item Watch Low,Item Watch High,Item Growth Low,Item Growth High,Item Approval Low,Item Approval High,Item Ideal Low
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Safety,2A,This is a subcategory description.,2.855,2.865,3.365,3.375,3.865,3.875,4.575,4.585,Student Physical Safety,This is a measure description.,2A-i,2.93,2.94,3.44,3.45,3.94,3.95,4.65,4.66,Students,,How often do you feel like you might be harmed by someone at school?,How often do you feel like you might be harmed by someone at school?,,,s-phys-q4,,,,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Safety,2A,This is a subcategory description.,2.855,2.865,3.365,3.375,3.865,3.875,4.575,4.585,Student Emotional Safety,Draws on anonymous student and teacher reports about the nature of student relationships with each other.,2A-ii,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51,Teachers,,How often are students bullied at school or online?,How often are students bullied at school or online?,,How often are students bullied at school?,t-pvic-q1,,,,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Safety,2A,This is a subcategory description.,2.855,2.865,3.365,3.375,3.865,3.875,4.575,4.585,Student Emotional Safety,Draws on anonymous student and teacher reports about the nature of student relationships with each other.,2A-ii,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51,Teachers,,How often are students bullied because of who they are?,How often are students bullied because of who they are?,,,t-pvic-q2,,,,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Safety,2A,This is a subcategory description.,2.855,2.865,3.365,3.375,3.865,3.875,4.575,4.585,Student Emotional Safety,Draws on anonymous student and teacher reports about the nature of student relationships with each other.,2A-ii,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51,Teachers,,"Overall, how unkind are students to each other?","Overall, how unkind are students to each other?",,,t-pvic-q3,,,,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Safety,2A,This is a subcategory description.,2.855,2.865,3.365,3.375,3.865,3.875,4.575,4.585,Student Emotional Safety,Draws on anonymous student and teacher reports about the nature of student relationships with each other.,2A-ii,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51,Students,,How often are students at this school unkind to each other online?,How often are students at this school unkind to each other online?,,,s-emsa-q2,,,,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Safety,2A,This is a subcategory description.,2.855,2.865,3.365,3.375,3.865,3.875,4.575,4.585,Student Emotional Safety,Draws on anonymous student and teacher reports about the nature of student relationships with each other.,2A-ii,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51,Students,,How much bullying occurs at this school?,How much bullying occurs at this school?,,,s-emsa-q3,,,,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Safety,2A,This is a subcategory description.,2.855,2.865,3.365,3.375,3.865,3.875,4.575,4.585,Student Emotional Safety,Draws on anonymous student and teacher reports about the nature of student relationships with each other.,2A-ii,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51,Students,,How often are students unkind to each other at this school?,How often are students unkind to each other at this school?,,,s-emsa-q1,,,,2.78,2.79,3.29,3.3,3.79,3.8,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Relationships,2B,Seeks to determine the degree to which school climate includes supportive student relationships. It includes measures of student sense of belonging and student-teacher relationships. ,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Student Sense of Belonging,"Draws on anonymous student reports about the degree to which they feel understood, supported, and accepted by students and adults at the school.",2B-i,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Teachers,,How much do students at this school care about each other?,How much do students at this school care about each other?,,,t-psup-q1,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Relationships,2B,Seeks to determine the degree to which school climate includes supportive student relationships. It includes measures of student sense of belonging and student-teacher relationships. ,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Student Sense of Belonging,"Draws on anonymous student reports about the degree to which they feel understood, supported, and accepted by students and adults at the school.",2B-i,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Teachers,,How often do students at this school help each other learn?,How often do students at this school help each other learn?,,,t-psup-q2,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Relationships,2B,Seeks to determine the degree to which school climate includes supportive student relationships. It includes measures of student sense of belonging and student-teacher relationships. ,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Student Sense of Belonging,"Draws on anonymous student reports about the degree to which they feel understood, supported, and accepted by students and adults at the school.",2B-i,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Teachers,,How well do students at this school get along with each other?,How well do students at this school get along with each other?,,,t-psup-q3,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Relationships,2B,Seeks to determine the degree to which school climate includes supportive student relationships. It includes measures of student sense of belonging and student-teacher relationships. ,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Student Sense of Belonging,"Draws on anonymous student reports about the degree to which they feel understood, supported, and accepted by students and adults at the school.",2B-i,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Teachers,,"At this school, how respectful are students to each other?","At this school, how respectful are students to each other?",,,t-psup-q4,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Relationships,2B,Seeks to determine the degree to which school climate includes supportive student relationships. It includes measures of student sense of belonging and student-teacher relationships. ,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Student Sense of Belonging,"Draws on anonymous student reports about the degree to which they feel understood, supported, and accepted by students and adults at the school.",2B-i,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Students,,"Overall, how much do you feel like you belong at your school?","Overall, how much do you feel like you belong at your school?",,,s-sbel-q1,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.",This is the category short description for school culture.,Relationships,2B,Seeks to determine the degree to which school climate includes supportive student relationships. It includes measures of student sense of belonging and student-teacher relationships. ,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Student Sense of Belonging,"Draws on anonymous student reports about the degree to which they feel understood, supported, and accepted by students and adults at the school.",2B-i,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51,Students,,"At your school, how accepted do you feel by the other students?","At your school, how accepted do you feel by the other students?",,,s-sbel-q2,,,,2.23,2.24,2.74,2.75,3.24,3.25,4.5,4.51
