StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,District,DESE ID,"Please select the month, day and year of your birthday. - Month","Please select the month, day and year of your birthday. - Day","Please select the month, day and year of your birthday. - Year",LASID,grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,gender,What is your gender? - Another gender or gender identity not listed above - Text,race,What is your race/ethnicity?(Please select all that apply) - Prefer to self-describe - Text,Q_Language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher
4/25/22 9:28,4/25/22 9:45,0,50.205.154.89,100,1019,1,2022-04-25T9:45:20,R_bkd1WxEqpr82XOF,EN,4,2480025,2,25,114,43219,3,,,,,,,,,,,,,,,,5,,2,,,,,,,,,5,,,,,,,,,,,,,3,,5,,,,,,,5,,,1,,,5,,2,,1,,,,3,,,2,,2,,"1,5",,EN,,,,
5/5/22 8:43,5/5/22 9:13,0,50.205.154.88,100,1833,1,2022-05-05T9:13:40,R_XFDq1KVhTlsfpdf,EN,4,2480013,12,18,112,38477,4,5,5,5,2,1,1,1,1,5,5,5,3,5,2,5,5,3,1,1,1,3,1,4,3,5,5,3,5,4,1,3,1,1,4,5,2,3,1,3,4,5,5,5,3,2,5,4,4,5,5,5,5,5,5,1,1,1,1,5,5,3,5,1,3,3,5,5,2,,8,,EN,,,,
2/7/22 8:35,2/7/22 8:49,0,192.64.64.114,100,823,1,2022-02-07T8:49:23,R_28SP0vht7pOr28K,EN,5,2740083,7,23,112,111010042,5,,,,,,,,,,,,,4,4,4,4,1,1,1,,,,,1,5,5,5,,,,,,,,3,4,2,3,1,3,5,4,4,4,3,5,5,5,5,1,1,1,1,1,1,1,2,5,1,2,1,1,1,1,1,1,2,1,,"1,4",,EN,,,,
5/3/22 13:12,5/3/22 13:22,0,50.221.21.222,100,581,1,2022-05-03T13:22:19,R_2E5LSK5c1Iy2PrK,EN,8,3100305,10,8,110,85391,6,,,,,,,,,,,,,1,2,1,1,1,2,4,,,,,5,5,5,5,,,,,,,,4,2,5,4,4,3,2,2,3,2,1,1,5,2,5,5,1,1,5,1,1,1,1,2,4,5,2,5,1,1,1,1,3,3,UwU gender ,7,Caucasian / American Indian,EN,Math teacher,,,
2/28/22 8:38,2/28/22 9:05,0,192.64.64.114,100,1603,1,2022-02-28T9:5:43,R_2taK3IH4lZzY12y,EN,4,2480056,8,10,113,111012099,4,2,1,5,3,5,1,5,2,2,3,5,3,5,1,2,2,5,5,5,1,1,5,2,2,5,5,3,1,1,1,1,1,2,1,2,1,5,2,2,5,3,3,5,2,2,4,5,5,5,5,5,5,5,5,4,5,1,3,5,5,2,5,1,3,5,3,5,3,crelle,7,capeverdian,EN,,,,
5/3/22 13:29,5/3/22 13:42,0,50.221.21.222,100,734,1,2022-05-03T13:42:4,R_1fjxVaKWRTlIP4v,EN,8,3100305,10,9,110,86303,6,1,3,2,5,5,5,5,5,3,5,5,5,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,3,1,1,5,5,2,,"1,5",,EN,,,,English teacher
2/7/22 8:33,2/7/22 8:44,0,192.64.64.114,100,634,1,2022-02-07T8:44:28,R_1oB8Pn2I2aPoR1T,EN,5,2740115,2,10,111,111009898,6,,,,,,,,,,,,,1,5,3,1,1,2,1,,,,,5,5,5,5,,,,,,,,4,4,5,5,4,4,1,1,1,1,3,1,3,2,2,1,1,1,1,1,1,1,5,5,2,3,4,1,3,1,1,1,1,2,,5,,EN,,,,English teacher
4/27/22 9:25,4/27/22 9:36,0,209.80.140.36,100,681,1,2022-04-27T9:36:40,R_3D60oCJu4x57nR9,EN,4,2480305,2,2,109,36217,8,5,5,5,1,1,1,1,1,1,1,1,1,3,4,1,3,1,1,1,5,4,4,4,2,1,2,3,4,5,4,4,5,5,1,1,1,1,1,1,1,4,4,4,4,1,5,5,4,5,1,1,1,4,5,4,5,1,2,4,4,5,4,2,4,2,4,4,2,,4,,EN,,Science teacher,,
4/26/22 8:01,4/26/22 9:32,0,209.80.140.38,100,5485,1,2022-04-26T9:32:33,R_XCaTZ9MVNbVIeMp,EN,4,2480014,3,9,111,39178,6,2,1,2,2,1,5,1,4,2,5,,2,5,5,5,5,1,1,3,4,3,2,2,3,5,2,4,1,4,2,5,3,1,3,2,5,2,5,1,5,,,,,,5,5,5,5,2,3,1,1,5,5,5,2,5,1,1,5,1,2,1,2,1,1,2,,6,,EN,,Science teacher,,
2/15/22 10:10,2/15/22 10:16,0,172.58.220.154,100,351,1,2022-02-15T10:16:44,R_1C1Ot9sIfAiRQrN,EN,5,2740505,7,30,108,111006623,9,,,,,,,,,5,5,4,5,,,,,,,,3,4,1,4,,,,,,,,,5,5,1,5,5,5,5,5,5,3,4,3,4,1,5,3,5,5,5,1,2,3,1,1,1,1,1,3,4,2,2,1,1,1,2,3,1,,"5,8",,EN,,,,English teacher
1/26/22 10:53,1/26/22 11:06,0,192.64.64.114,100,793,1,2022-01-26T11:6:15,R_TqtmSunfPddvO0N,EN,5,2740111,12,19,108,111007584,8,1,5,3,5,2,2,5,4,5,5,5,5,1,4,2,1,1,1,5,1,1,1,1,1,3,4,3,5,5,5,5,3,2,1,4,5,2,2,1,5,2,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,,English teacher
5/10/22 12:16,5/10/22 12:39,0,50.221.21.222,100,1330,1,2022-05-10T12:39:8,R_10IMY4La7W4ffNj,EN,8,3100305,12,27,111,86619,5,,,,,,,,,,,,,5,1,2,3,1,5,1,,,,,3,3,3,4,,,,,,,,2,4,5,5,4,4,5,4,1,1,4,5,4,4,5,1,1,1,1,1,5,1,3,1,5,1,1,4,1,1,1,1,3,,,"5,7",a bit african to,EN,,,,
4/29/22 11:22,4/29/22 11:40,0,50.205.154.92,100,1066,1,2022-04-29T11:40:21,R_1GEtUWlfF3GqWJc,EN,4,2480050,4,23,113,44146,4,1,4,5,1,1,1,1,1,1,1,4,2,3,1,1,3,1,1,5,1,1,,1,1,1,1,1,5,2,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,1,1,5,5,1,1,5,3,5,5,2,1,1,5,4,2,,2,,EN,,,,
5/23/22 9:14,5/23/22 9:29,0,50.206.93.226,100,894,1,2022-05-23T9:29:30,R_2BePgyGngwLjAGj,EN,8,3100017,8,24,114,88166,3,2,,,4,,,,,1,,,,,,,5,,2,,,,,1,,,,2,,5,,,5,,,,,,,,,,,,,,,,,2,,,5,,,4,,,,,,,,,,,,,2,,1,,EN,,,,
4/25/22 10:41,4/25/22 10:57,0,50.205.154.86,100,941,1,2022-04-25T10:57:37,R_1kNQQHndK3ANs08,EN,4,2480056,4,25,113,43840,3,,,,,,,,,,,,,,,,1,,4,,,,,,,,,2,,,,,,,,,,,,,5,,5,,,,,,,4,,,4,,,5,,1,,1,,,,2,,,4,,3,male,"8,7",Arabic,EN,,,,
4/26/22 7:57,4/26/22 8:17,0,209.80.140.38,100,1195,1,2022-04-26T8:17:21,R_si1zJAmLHCrD4qJ,EN,4,2480014,1,3,109,36359,8,5,5,5,3,1,5,5,1,4,1,4,4,2,2,3,1,2,1,5,2,1,1,4,4,1,1,1,5,5,1,5,1,1,1,2,5,3,5,2,2,1,1,4,4,5,5,4,5,5,5,1,1,4,4,1,2,3,4,5,5,3,1,2,3,1,4,4,2,,6,,EN,,,,English teacher
5/5/22 13:05,5/5/22 13:24,0,209.80.140.32,100,1172,1,2022-05-05T13:24:58,R_OuIJSN68zRqyMcF,EN,4,2480505,8,1,108,35052,9,2,1,4,4,1,5,1,5,5,5,5,5,1,5,5,5,1,1,2,5,5,5,4,3,1,1,5,5,5,5,5,5,3,2,5,5,5,3,3,5,5,5,4,3,2,4,3,5,5,2,1,5,5,1,1,1,3,5,5,5,5,4,1,5,1,5,3,3,SCP 096,7,Pardo,EN,,,,Professor de Ingl̻s
5/23/22 9:19,5/23/22 9:37,0,50.206.93.226,100,1066,1,2022-05-23T9:37:24,R_1LBumtTgGt2QYbo,EN,8,3100017,10,21,113,87535,3,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,5,,,,,,,2,,,1,,,5,,5,,3,,,,2,,,4,,1,,4,,EN,,,,
2/15/22 8:20,2/15/22 8:27,0,192.64.64.114,100,443,1,2022-02-15T8:27:44,R_5j8lxLHjUlzUJLb,EN,5,2740115,11,29,108,111007580,8,1,2,2,,1,1,1,1,4,4,3,4,3,2,4,4,1,1,1,4,4,4,4,1,1,2,1,5,5,5,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,1,5,1,1,1,1,1,3,nor/mal,5,,EN,,,Social Studies teacher,
2/7/22 12:23,2/7/22 12:36,0,192.64.64.114,100,801,1,2022-02-07T12:36:29,R_cUVIZJTQLCfCqyd,EN,5,2740120,8,24,111,111010318,6,3,4,4,5,1,3,4,4,4,5,3,4,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,5,5,3,4,1,1,1,,,,,,,,,,,,4,5,4,5,1,4,1,5,3,1,5,,,,,,,,,,,,2,,7,"White, Irish, Itilian, Canadian, American Indian",EN,,,Social Studies teacher,
5/10/22 9:53,5/10/22 10:03,0,50.221.21.222,100,642,1,2022-05-10T10:3:46,R_2Y4WYVodritubfi,EN,8,3100305,9,6,111,86923,5,1,,4,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,5,1,4,5,,,,5,5,5,5,5,5,1,1,1,1,5,5,5,4,5,1,3,4,4,5,2,3,5,3,3,1,2,2,2,2,1,1,2,2,,6,,EN,,,,
4/26/22 8:08,4/26/22 8:49,0,209.80.140.38,100,2427,1,2022-04-26T8:49:27,R_1JW5m4FU4mWotk9,EN,4,2480014,9,16,109,45785,7,5,5,5,4,4,4,3,5,1,1,1,1,3,3,3,1,2,3,4,1,1,1,1,4,3,3,4,3,5,5,5,1,4,2,1,1,1,1,1,1,3,3,1,4,3,,5,1,5,1,4,1,5,5,5,5,1,1,1,1,4,1,1,4,5,3,4,2,,4,,EN,,Science teacher,,
2/15/22 10:11,2/15/22 10:23,0,174.242.71.159,74,718,0,2022-02-16T10:23:56,R_3ISMSyr98VJn9gq,EN,5,2740505,9,19,107,111006504,9,1,1,1,5,4,5,4,5,,,,,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,,,Social Studies teacher,
4/25/22 12:34,4/25/22 13:09,0,50.205.154.84,100,2068,1,2022-04-25T13:9:18,R_3D0EwJuOohy2ngo,EN,4,2480035,10,20,112,39150,4,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,5,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,5,1,5,5,1,2,5,5,1,5,5,1,1,1,1,1,,7,9I AM A WHITE PRRSON AND I AM MORICAN.,EN,,,,
3/22/22 11:30,3/22/22 11:33,0,50.250.37.165,100,178,1,2022-03-22T11:33:8,R_YRjMTTuMQ6NItoZ,EN,5,2740075,2,11,109,60006240,6,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,5,5,1,5,1,1,1,1,5,5,5,,,,,,,,,,,,4,,6,,EN,,,,English teacher
2/18/22 13:26,2/18/22 13:45,0,192.64.64.114,100,1169,1,2022-02-18T13:45:55,R_1ImlIvQfjsyrUC2,EN,5,2740015,8,20,113,111010416,4,5,5,5,1,1,3,4,5,5,5,3,4,3,1,3,1,1,1,1,3,4,1,3,5,5,5,5,3,2,1,4,1,1,3,,,,,,,,,,,,5,5,4,5,3,1,1,2,4,5,3,,,,,,,,,,,,1,,5,,EN,,,,
5/5/22 13:03,5/5/22 13:15,0,172.58.222.133,100,764,1,2022-05-05T13:15:55,R_3exBQLlI9pFbmW4,EN,4,2480505,2,12,108,41628,9,,,,,1,,1,,,3,5,,,,,,4,5,5,,1,1,,3,3,2,2,5,5,1,5,,,,3,5,4,5,1,4,,,,,,5,3,5,5,5,3,5,5,,1,,,4,5,5,5,5,1,5,,,,2,,4,,EN,,,Social Studies teacher,
2/2/22 9:14,2/2/22 9:30,0,192.64.64.114,100,976,1,2022-02-02T9:30:53,R_ZqHNNZWxwO6OfcZ,EN,5,2740075,10,27,108,111008204,8,2,2,4,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,2,2,4,2,,,,1,1,1,1,1,1,4,5,5,5,5,5,3,4,5,1,1,1,2,4,5,5,5,5,3,3,1,3,1,1,1,2,2,2,,4,,EN,,,Social Studies teacher,
4/29/22 12:36,4/29/22 13:15,0,50.205.154.84,56,2286,0,2022-04-30T13:15:10,R_Dk1p2EUs2jyjrPj,EN,4,2480035,2,26,113,41915,4,1,1,1,1,1,4,5,4,5,1,5,4,4,2,5,4,2,5,5,5,4,5,5,4,4,2,4,5,1,1,4,,,,4,4,5,5,4,5,1,1,1,1,3,,,,,5,2,4,4,,,,5,2,,,,,2,1,5,2,4,,,,,EN,,,,
5/10/22 12:27,5/10/22 12:45,0,50.221.21.222,100,1091,1,2022-05-10T12:45:18,R_3Jr2ca3BGEjzrqF,EN,8,3100305,4,20,112,86633,5,3,4,4,1,1,5,5,4,5,5,2,4,1,5,5,1,2,1,4,1,1,1,1,4,3,2,1,1,1,1,1,2,5,5,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,2,1,1,1,1,4,2,,"3,5",,EN,,,,
5/5/22 13:06,5/5/22 13:08,0,209.80.140.32,57,135,0,2022-05-06T13:8:44,R_Pu0sPV2PTRLTK81,EN,4,2480505,11,6,97,0,12,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,,,Social Studies teacher,
5/19/22 13:56,5/19/22 14:09,0,50.206.93.226,100,766,1,2022-05-19T14:9:24,R_ahjJJvBNvQiDWAV,EN,8,3100017,2,8,114,86584,3,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,1,,,,,,,,5,,5,,,,,,,5,,,4,,,5,,3,,4,,,,2,,,1,,2,,,,EN,,,,
5/19/22 13:58,5/19/22 14:13,0,50.206.93.226,100,916,1,2022-05-19T14:13:32,R_3mlqBAr2SHQDsBF,EN,8,3100017,6,23,114,87462,3,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,5,,1,,,,,,,4,,,5,,,3,,1,,5,,,,2,,,4,,2,,,,EN,,,,
2/18/22 13:44,2/18/22 13:53,0,192.64.64.114,100,573,1,2022-02-18T13:53:50,R_9uA7Zrlmwo6jqKt,EN,5,2740083,5,16,110,111008767,7,,,,,,,,,,,,,5,4,4,5,1,1,1,,,,,1,1,1,1,,,,,,,,5,5,4,3,5,5,5,5,4,4,4,5,3,4,5,3,2,1,3,1,1,2,5,5,1,3,3,5,1,2,3,2,3,1,,5,,EN,,,Social Studies teacher,
4/26/22 8:42,4/26/22 8:48,0,50.205.154.92,100,404,1,2022-04-26T8:48:47,R_2TLCWKC11RtsvDZ,EN,4,2480050,12,15,113,43949,3,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,5,,,,,,,,2,,1,,,,,,,5,,,1,,,5,,4,,3,,,,2,,,1,,1,,7,Dominican/puerto rico,EN,,,,
4/29/22 9:24,4/29/22 9:34,0,50.205.154.89,100,628,1,2022-04-29T9:34:47,R_1o5ahuHFaKuI2o6,EN,4,2480025,8,6,114,40469,3,2,,,1,,,,,5,,,,,,,2,,5,,,,,3,,,,5,,5,,,5,,,,,,,,,,,,,,,,,2,,,5,,,5,,,,,,,,,,,,,2,,4,,EN,,,,
2/11/22 8:39,2/11/22 8:49,0,192.64.64.114,74,634,0,2022-02-12T8:50:5,R_2Ez8BmyTxaBZHLR,ES,5,2740120,10,25,108,111016648,8,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,ES,,,,maestro de Ingl̩s
4/26/22 9:15,4/26/22 9:32,0,50.205.154.86,100,1055,1,2022-04-26T9:32:56,R_1dz7E0xzsGtv1fi,EN,4,2480056,8,7,113,42480,4,2,2,2,1,1,2,1,2,4,3,5,3,1,1,3,1,1,1,1,5,2,2,2,3,1,5,3,4,4,1,5,5,1,5,4,4,3,3,2,4,4,5,4,5,2,5,5,2,4,1,1,1,4,1,1,1,1,1,5,1,5,5,5,1,1,1,1,2,,"1,5",,EN,,,,
5/3/22 13:27,5/3/22 13:43,0,50.221.21.222,100,978,1,2022-05-03T13:43:48,R_4OpuD9LfVJ1qKGZ,EN,8,3100305,9,10,110,88178,6,1,1,2,4,2,5,1,4,5,4,3,2,5,4,5,3,1,1,1,1,1,1,1,1,1,1,1,4,5,1,4,1,3,1,,,,,,,,,,,,,,,,,,,,,,,5,4,1,5,1,1,1,1,1,3,3,3,nick/her,7,monkey,EN,,,Social Studies teacher,
4/26/22 7:50,4/26/22 8:09,0,50.205.154.86,100,1101,1,2022-04-26T8:9:14,R_1jBROfn17hr96Sc,EN,4,2480057,7,30,111,39474,6,3,,,,,,,,4,1,3,5,,,,,,,5,,,,,,,,,,,,,,,,5,4,4,3,5,5,3,2,,3,,,,,,1,1,1,1,,,,5,2,1,2,1,1,,,,,,,,,,EN,,Science teacher,,
1/28/22 13:49,1/28/22 14:00,0,192.64.64.114,100,664,1,2022-01-28T14:0:9,R_2cpGLc3tObQfqCL,EN,5,2740075,10,11,112,111016492,4,1,1,1,1,3,4,5,5,,,,,,,,,,,,,,,,,,,,5,1,5,5,,,,4,1,2,1,3,4,1,1,4,1,1,3,4,3,5,5,3,5,4,1,1,1,1,1,2,3,3,2,3,5,3,1,1,4,,"1,4",,EN,,,,
4/14/22 9:31,4/14/22 9:39,0,50.205.154.89,100,464,1,2022-04-14T9:39:26,R_1z7XAihKwhvDNK1,ES,4,2480025,11,30,113,45353,3,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,5,,1,,,,,,,1,,,4,,,4,,1,,3,,,,4,,,3,,1,,4,,ES,,,,
4/27/22 8:01,4/27/22 11:02,0,50.205.154.86,58,10860,0,2022-04-28T11:3:20,R_3fyvoDO9ilsiYsV,ES,4,2480056,1,29,110,47733,7,4,1,1,,,,,,4,3,5,5,1,2,1,1,,,,,,,,1,1,1,1,5,5,2,3,,,,5,5,5,5,5,5,,,,,,2,3,2,4,2,1,2,3,,,,1,1,2,2,3,4,1,1,1,3,4,,,,,ES,Math teacher,,,
5/3/22 8:04,5/3/22 8:22,0,50.221.21.222,100,1083,1,2022-05-03T8:22:30,R_2dLMyAGzOtfGpS5,EN,8,3100305,3,11,111,86254,6,1,4,1,,1,1,2,1,5,2,5,5,1,5,3,1,4,1,4,3,4,1,5,3,4,3,5,5,5,3,4,3,2,5,5,5,5,3,1,4,2,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,2,,"3,5",,EN,,,,English teacher
4/27/22 12:33,4/27/22 12:44,0,209.80.140.36,100,636,1,2022-04-27T12:44:36,R_1Q4x7JRnX6wjFe9,EN,4,2480305,1,17,109,36265,8,2,5,3,3,1,4,1,4,4,5,4,5,2,2,3,3,1,1,1,1,1,1,,3,1,1,1,5,2,4,5,2,1,1,5,5,5,4,4,5,4,4,1,3,1,5,4,4,5,,1,1,1,4,1,4,1,1,1,1,2,1,2,3,1,1,1,2,,4,,EN,,,Social Studies teacher,
5/3/22 10:06,5/3/22 10:15,0,50.221.21.222,100,574,1,2022-05-03T10:15:40,R_ph2NnbFWc1VnAdj,EN,8,3100017,8,30,110,85877,6,1,1,1,1,1,2,1,3,5,3,5,5,1,3,3,1,1,1,1,3,3,3,3,1,3,1,3,5,5,1,5,1,3,2,,,,,,,,,,,,5,5,3,5,3,1,1,4,1,1,5,,,,,,,,,,,,2,,"5,6",,EN,Math teacher,,,
5/5/22 13:11,5/5/22 13:21,0,209.80.140.13,100,592,1,2022-05-05T13:21:0,R_24oURapHN1FpMcj,EN,4,2480505,3,22,106,40928,11,1,1,1,5,5,5,5,5,5,5,5,5,4,4,4,4,5,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,1,3,2,3,3,3,3,3,3,4,4,3,3,1,1,1,2,2,3,3,3,4,2,2,1,1,3,2,,4,,EN,,,,English teacher
5/11/22 8:12,5/11/22 8:32,0,50.221.21.222,100,1175,1,2022-05-11T8:32:3,R_2TMjzvMz686lBao,EN,8,3100305,6,6,112,87110,5,1,3,2,1,1,1,1,1,5,1,4,2,1,1,1,1,1,1,1,4,4,3,5,3,5,3,5,5,5,5,5,3,3,2,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,4,,6,,EN,,,,
4/29/22 9:25,4/29/22 9:32,0,50.205.154.89,100,418,1,2022-04-29T9:32:19,R_2CkPCewake9kKOD,EN,4,2480025,6,11,114,42088,3,,,,,,,,,,,,,,,,1,,4,,,,,,,,,4,,,,,,,,,,,,,5,,1,,,,,,,5,,,3,,,4,,1,,2,,,,3,,,1,,1,,4,,EN,,,,
4/25/22 9:28,4/25/22 9:39,0,50.205.154.89,100,691,1,2022-04-25T9:39:46,R_3WZioUU85GpYtCF,EN,4,2480025,1,3,114,47251,3,2,,,1,,,,,3,,,,,,,1,,1,,,,,5,,,,4,,5,,,3,,,,,,,,,,,,,,,,,2,,,2,,,5,,,,,,,,,,,,,2,,4,,EN,,,,
4/28/22 10:43,4/28/22 10:53,0,50.205.154.86,100,625,1,2022-04-28T10:54:0,R_2QnUYyNv4UvBkEB,EN,4,2480057,2,13,114,43386,3,5,,,5,,,,,5,,,,,,,5,,2,,,,,2,,,,5,,5,,,4,,,,,,,,,,,,,,,,,1,,,5,,,2,,,,,,,,,,,,,3,no,,,EN,,,,
4/29/22 10:45,4/29/22 11:06,0,50.205.154.86,100,1297,1,2022-04-29T11:6:57,R_2qvEQqhJyC7zEQO,ES,4,2480056,3,2,115,47914,3,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,5,,3,,,,,,,3,,,5,,,5,,1,,3,,,,5,,,5,,2,,4,,ES,,,,
5/2/22 10:10,5/2/22 10:19,0,209.80.140.36,100,537,1,2022-05-02T10:19:26,R_2YVbQBDOoJKX95m,EN,4,2480003,11,9,113,42771,3,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,2,,,,,,,,5,,5,,,,,,,1,,,5,,,4,,5,,5,,,,2,,,2,,2,,,,EN,,,,
2/18/22 13:42,2/18/22 13:56,0,192.64.64.114,100,829,1,2022-02-18T13:56:37,R_3k5O1STEo6CcTeq,EN,5,2740083,6,17,110,111008352,7,,,,,,,,,2,2,3,2,,,,,,,,1,2,1,2,,,,,,,,,1,1,1,3,3,1,2,1,3,5,5,4,5,4,5,5,5,5,1,2,1,2,5,5,5,5,5,4,2,4,4,1,4,3,4,5,1,,5,,EN,Math teacher,,,
2/15/22 10:19,2/15/22 10:34,0,192.64.64.114,100,953,1,2022-02-15T10:34:56,R_2toqSmuq8kO4qPH,PT-BR,5,2740505,9,17,104,111017599,11,,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,3,1,1,1,5,5,5,1,1,5,5,1,,1,1,1,1,1,2,,5,,PT-BR,,Professor de Ci̻ncias,,
2/15/22 10:00,2/15/22 10:44,0,192.64.64.114,100,2639,1,2022-02-15T10:44:15,R_1K3Jx5hBuEH1Pnk,EN,5,2740505,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,1,4,3,2,,,,,,,,,,EN,,maestro de ciencias,,
4/27/22 9:32,4/27/22 9:40,0,50.205.154.89,100,451,1,2022-04-27T9:40:19,R_qJeo8lTNdyZHWaR,EN,4,2480025,5,27,113,46866,3,4,,,,,,,,5,,,,,,,,,2,,,,,2,,,,5,,5,,,1,,,,,,,,,,,,,,,,,5,,,2,,,4,,,,,,,,,,,,,2,,4,,EN,,,,
4/26/22 7:52,4/26/22 8:20,0,209.80.140.38,100,1653,1,2022-04-26T8:20:13,R_1k0a62PIYYZDKIT,EN,4,2480014,7,9,110,44955,7,1,2,1,5,5,5,5,5,5,5,5,5,3,5,4,3,3,3,1,4,5,4,5,3,5,5,5,5,3,5,5,5,5,5,4,5,4,4,2,5,1,1,1,2,2,1,5,3,3,5,1,5,4,1,1,1,3,3,3,5,1,5,3,1,1,4,3,1,,4,,EN,,,,English teacher
2/2/22 10:42,2/2/22 11:04,0,192.64.64.114,100,1343,1,2022-02-02T11:4:33,R_1K8W0FxhwhdcjfH,EN,5,2740075,6,30,108,111007239,8,,,,,,,,,5,1,4,2,,,,,,,,2,1,1,5,,,,,,,,,1,3,3,,4,5,2,5,,,1,5,,,4,3,4,2,,3,1,1,5,1,5,2,1,4,1,1,5,4,4,2,2,1,2,,4,,EN,Math teacher,,,
4/26/22 7:49,4/26/22 8:02,0,209.80.140.38,100,813,1,2022-04-26T8:2:48,R_273jfpzJldQUpmd,EN,4,2480014,7,23,109,36474,8,3,5,5,5,1,5,4,4,5,4,4,2,2,4,1,1,1,2,3,2,1,1,1,1,1,1,1,5,4,2,4,2,2,1,3,5,5,4,2,5,5,5,4,4,3,5,5,5,5,5,1,1,2,5,4,4,5,4,3,2,2,3,1,1,1,3,4,2,,5,,EN,,,Social Studies teacher,
2/15/22 8:18,2/15/22 8:28,0,192.64.64.114,100,640,1,2022-02-15T8:28:45,R_2QSAl3wJtqRPC2V,EN,5,2740115,12,13,108,111008148,8,3,4,4,5,3,3,5,4,5,3,4,5,5,4,5,1,5,4,2,1,2,1,1,1,1,4,1,5,4,2,5,1,1,1,,,,,,,,,,,,5,4,2,5,5,3,2,3,5,5,5,,,,,,,,,,,,3,Male,4,,EN,,Science teacher,,
5/20/22 9:06,5/20/22 9:17,0,50.206.93.226,100,631,1,2022-05-20T9:17:14,R_3pclmEpgxqDte3k,EN,8,3100017,12,21,112,86121,4,4,,,5,,,,,4,,,,,,,5,,3,,,,,1,,,,2,,4,,,1,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,,EN,,,,
